WhoAmI,Longitude,Latitude,ElevationMeters,ICAO,WMO,Region,Country2
-117.00_54.50,-117,54.5,814.1242,,0,AB,CA
-117.00_54.25,-117,54.25,935.2529,,0,AB,CA
-117.00_54.00,-117,54,1049.225,,0,AB,CA
-117.00_53.75,-117,53.75,1107.315,,0,AB,CA
-117.00_53.50,-117,53.5,1086.9873,,0,AB,CA
-117.00_53.25,-117,53.25,1199.0562,,0,AB,CA
-117.00_53.00,-117,53,1612.3097,,0,AB,CA
-117.00_52.75,-117,52.75,1993.6635,,0,AB,CA
-117.00_52.50,-117,52.5,2207.447,,0,AB,CA
-117.00_52.25,-117,52.25,2261.045,,0,AB,CA
-117.00_52.00,-117,52,2114.64,,0,AB,CA
-117.00_51.75,-117,51.75,1877.4835,,0,BC,CA
-117.00_51.50,-117,51.5,1620.7606,,0,BC,CA
-117.00_51.25,-117,51.25,1707.8575,,0,BC,CA
-117.00_51.00,-117,51,1850.6843,,0,BC,CA
-117.00_50.75,-117,50.75,1901.2372,,0,BC,CA
-117.00_50.50,-117,50.5,1707.8575,,0,BC,CA
-117.00_50.25,-117,50.25,1691.3365,,0,BC,CA
-117.00_50.00,-117,50,1692.1741,,0,BC,CA
-117.00_49.75,-117,49.75,1574.3191,,0,BC,CA
-117.00_49.50,-117,49.5,1493.1605,,0,BC,CA
-117.00_49.25,-117,49.25,1429.589,,0,BC,CA
-117.00_49.00,-117,49,1443.7499,,0,BC,CA
-117.00_48.75,-117,48.75,1330.4629,,0,ID,US
-117.00_48.50,-117,48.5,1098.8643,,0,ID,US
-117.00_48.25,-117,48.25,845.1867,,0,ID,US
-117.00_48.00,-117,48,825.31586,,0,ID,US
-117.00_47.75,-117,47.75,809.09937,,0,ID,US
-117.00_47.50,-117,47.5,798.9735,,0,ID,US
-117.00_47.25,-117,47.25,818.92065,,0,ID,US
-117.00_47.00,-117,47,865.4383,,0,ID,US
-117.00_46.75,-117,46.75,786.2592,,0,ID,US
-117.00_46.50,-117,46.5,676.6267,,0,ID,US
-117.00_46.25,-117,46.25,840.0857,,0,WA,US
-117.00_46.00,-117,46,988.85095,,0,WA,US
-117.00_45.75,-117,45.75,1148.1227,,0,OR,US
-117.00_45.50,-117,45.5,1449.7644,,0,OR,US
-117.00_45.25,-117,45.25,1653.422,,0,OR,US
-117.00_45.00,-117,45,1495.14,,0,OR,US
-117.00_44.75,-117,44.75,1152.6907,,0,ID,US
-117.00_44.50,-117,44.5,1070.2379,,0,ID,US
-117.00_44.25,-117,44.25,853.5614,,0,ID,US
-117.00_44.00,-117,44,665.5112,,0,OR,US
-117.00_43.75,-117,43.75,767.302,,0,ID,US
-117.00_43.50,-117,43.5,1005.4481,,0,ID,US
-117.00_43.25,-117,43.25,1364.4185,,0,ID,US
-117.00_43.00,-117,43,1571.2737,,0,ID,US
-117.00_42.75,-117,42.75,1584.2926,,0,ID,US
-117.00_42.50,-117,42.5,1576.9838,,0,ID,US
-117.00_42.25,-117,42.25,1611.1677,,0,ID,US
-117.00_42.00,-117,42,1695.1432,,0,ID,US
-117.00_41.75,-117,41.75,1727.576,,0,NV,US
-117.00_41.50,-117,41.5,1665.299,,0,NV,US
-117.00_41.25,-117,41.25,1616.5732,,0,NV,US
-117.00_41.00,-117,41,1511.4327,,0,NV,US
-117.00_40.75,-117,40.75,1507.1692,,0,NV,US
-117.00_40.50,-117,40.5,1622.5117,,0,NV,US
-117.00_40.25,-117,40.25,1737.3214,,0,NV,US
-117.00_40.00,-117,40,1816.6527,,0,NV,US
-117.00_39.75,-117,39.75,1963.1339,,0,NV,US
-117.00_39.50,-117,39.5,2016.3513,,0,NV,US
-117.00_39.25,-117,39.25,1998.8406,,0,NV,US
-117.00_39.00,-117,39,2071.7766,,0,NV,US
-117.00_38.75,-117,38.75,2149.433,,0,NV,US
-117.00_38.50,-117,38.5,2082.5115,,0,NV,US
-117.00_38.25,-117,38.25,1881.9752,,0,NV,US
-117.00_38.00,-117,38,1713.9484,,0,NV,US
-117.00_37.75,-117,37.75,1634.5408,,0,NV,US
-117.00_37.50,-117,37.5,1544.5508,,0,NV,US
-117.00_37.25,-117,37.25,1522.2437,,0,NV,US
-117.00_37.00,-117,37,1341.0455,,0,NV,US
-117.00_36.75,-117,36.75,786.716,,0,CA,US
-117.00_36.50,-117,36.5,677.9211,,0,CA,US
-117.00_36.25,-117,36.25,893.6078,,0,CA,US
-117.00_36.00,-117,36,947.81494,,0,CA,US
-117.00_35.75,-117,35.75,850.2116,,0,CA,US
-117.00_35.50,-117,35.5,987.6329,,0,CA,US
-117.00_35.25,-117,35.25,942.8662,,0,CA,US
-117.00_35.00,-117,35,810.85046,,0,CA,US
-117.00_34.75,-117,34.75,944.465,,0,CA,US
-117.00_34.50,-117,34.5,1210.1716,,0,CA,US
-117.00_34.25,-117,34.25,1380.1782,,0,CA,US
-117.00_34.00,-117,34,1083.942,,0,CA,US
-117.00_33.75,-117,33.75,757.5568,,0,CA,US
-117.00_33.50,-117,33.5,698.1726,,0,CA,US
-117.00_33.25,-117,33.25,554.35596,,0,CA,US
-117.00_33.00,-117,33,307.7589,,0,CA,US
-117.00_32.75,-117,32.75,262.99237,,0,CA,US
-117.00_32.50,-117,32.5,179.39755,,0,BCN,MX
-117.00_32.25,-117,32.25,125.723236,,0,,
-117.00_32.00,-117,32,76.388695,,0,,
-117.00_31.75,-117,31.75,-1.4200345,,0,,
-117.00_31.50,-117,31.5,11.827313,,0,,
-117.00_31.25,-117,31.25,-2.7902782,,0,,
-117.00_31.00,-117,31,1.7777318,,0,,
-117.00_30.75,-117,30.75,-1.4961149,,0,,
-117.00_30.50,-117,30.5,-0.3541124,,0,,
-117.00_30.25,-117,30.25,2.8434546,,0,,
-117.00_30.00,-117,30,-0.20175244,,0,,
-117.00_29.75,-117,29.75,-0.20175244,,0,,
-117.00_29.50,-117,29.5,2.6152136,,0,,
-117.00_29.25,-117,29.25,1.3208511,,0,,
-117.00_29.00,-117,29,-0.049591668,,0,,
-117.00_28.75,-117,28.75,0.48336938,,0,,
-117.00_28.50,-117,28.5,-0.58255273,,0,,
-117.00_28.25,-117,28.25,1.0924108,,0,,
-117.00_28.00,-117,28,-0.12567206,,0,,
-117.00_27.75,-117,27.75,1.2447708,,0,,
-117.00_27.50,-117,27.5,0.7118097,,0,,
-117.00_27.25,-117,27.25,0.25492904,,0,,
-117.00_27.00,-117,27,0.407289,,0,,
-117.00_26.75,-117,26.75,0.7878901,,0,,
-117.00_26.50,-117,26.5,1.5492915,,0,,
-117.00_26.25,-117,26.25,1.3969315,,0,,
-117.00_26.00,-117,26,0.94025004,,0,,
-117.00_25.75,-117,25.75,1.6253718,,0,,
-117.00_25.50,-117,25.5,0.25492904,,0,,
-117.00_25.25,-117,25.25,-0.3541124,,0,,
-117.00_25.00,-117,25,-0.58255273,,0,,
-117.00_24.75,-117,24.75,-0.27783284,,0,,
-117.00_24.50,-117,24.5,0.7118097,,0,,
-117.00_24.25,-117,24.25,1.2447708,,0,,
-117.00_24.00,-117,24,-0.12567206,,0,,
-116.75_58.00,-116.75,58,381.0757,,0,AB,CA
-116.75_57.75,-116.75,57.75,443.50543,,0,AB,CA
-116.75_57.50,-116.75,57.5,446.55066,,0,AB,CA
-116.75_57.25,-116.75,57.25,493.82962,,0,AB,CA
-116.75_57.00,-116.75,57,563.7204,,0,AB,CA
-116.75_56.75,-116.75,56.75,588.2354,,0,AB,CA
-116.75_56.50,-116.75,56.5,599.27484,,0,AB,CA
-116.75_56.25,-116.75,56.25,638.9406,,0,AB,CA
-116.75_56.00,-116.75,56,679.2152,,0,AB,CA
-116.75_55.75,-116.75,55.75,642.1382,,0,AB,CA
-116.75_55.50,-116.75,55.5,598.05676,,0,AB,CA
-116.75_55.25,-116.75,55.25,684.46857,,0,AB,CA
-116.75_55.00,-116.75,55,769.586,,0,AB,CA
-116.75_54.75,-116.75,54.75,792.88293,,0,AB,CA
-116.75_54.50,-116.75,54.5,830.03613,,0,AB,CA
-116.75_54.25,-116.75,54.25,925.7362,,0,AB,CA
-116.75_54.00,-116.75,54,1020.5226,,0,AB,CA
-116.75_53.75,-116.75,53.75,1067.2687,,0,AB,CA
-116.75_53.50,-116.75,53.5,1024.1008,,0,AB,CA
-116.75_53.25,-116.75,53.25,1125.6632,,0,AB,CA
-116.75_53.00,-116.75,53,1431.6447,,0,AB,CA
-116.75_52.75,-116.75,52.75,1759.7808,,0,AB,CA
-116.75_52.50,-116.75,52.5,2027.619,,0,AB,CA
-116.75_52.25,-116.75,52.25,2104.1333,,0,AB,CA
-116.75_52.00,-116.75,52,2191.1543,,0,AB,CA
-116.75_51.75,-116.75,51.75,2054.4182,,0,BC,CA
-116.75_51.50,-116.75,51.5,1895.451,,0,BC,CA
-116.75_51.25,-116.75,51.25,1757.1923,,0,BC,CA
-116.75_51.00,-116.75,51,1684.2561,,0,BC,CA
-116.75_50.75,-116.75,50.75,1906.0336,,0,BC,CA
-116.75_50.50,-116.75,50.5,1954.7592,,0,BC,CA
-116.75_50.25,-116.75,50.25,1953.008,,0,BC,CA
-116.75_50.00,-116.75,50,1918.6718,,0,BC,CA
-116.75_49.75,-116.75,49.75,1747.0664,,0,BC,CA
-116.75_49.50,-116.75,49.5,1583.9882,,0,BC,CA
-116.75_49.25,-116.75,49.25,1390.9891,,0,BC,CA
-116.75_49.00,-116.75,49,1269.632,,0,BC,CA
-116.75_48.75,-116.75,48.75,1270.8502,,0,ID,US
-116.75_48.50,-116.75,48.5,1038.3379,,0,ID,US
-116.75_48.25,-116.75,48.25,835.3655,,0,ID,US
-116.75_48.00,-116.75,48,849.8309,,0,ID,US
-116.75_47.75,-116.75,47.75,864.67694,,0,ID,US
-116.75_47.50,-116.75,47.5,854.85565,,0,ID,US
-116.75_47.25,-116.75,47.25,911.1946,,0,ID,US
-116.75_47.00,-116.75,47,968.8279,,0,ID,US
-116.75_46.75,-116.75,46.75,841.38007,,0,ID,US
-116.75_46.50,-116.75,46.5,722.7638,,0,ID,US
-116.75_46.25,-116.75,46.25,942.79016,,0,ID,US
-116.75_46.00,-116.75,46,1017.4011,,0,ID,US
-116.75_45.75,-116.75,45.75,1113.8625,,0,OR,US
-116.75_45.50,-116.75,45.5,1299.0197,,0,OR,US
-116.75_45.25,-116.75,45.25,1520.188,,0,OR,US
-116.75_45.00,-116.75,45,1536.1,,0,ID,US
-116.75_44.75,-116.75,44.75,1261.7903,,0,ID,US
-116.75_44.50,-116.75,44.5,1105.7924,,0,ID,US
-116.75_44.25,-116.75,44.25,927.2588,,0,ID,US
-116.75_44.00,-116.75,44,773.92554,,0,ID,US
-116.75_43.75,-116.75,43.75,733.8793,,0,ID,US
-116.75_43.50,-116.75,43.5,909.9003,,0,ID,US
-116.75_43.25,-116.75,43.25,1197.0767,,0,ID,US
-116.75_43.00,-116.75,43,1448.1656,,0,ID,US
-116.75_42.75,-116.75,42.75,1669.5624,,0,ID,US
-116.75_42.50,-116.75,42.5,1706.1064,,0,ID,US
-116.75_42.25,-116.75,42.25,1585.8152,,0,ID,US
-116.75_42.00,-116.75,42,1570.5125,,0,ID,US
-116.75_41.75,-116.75,41.75,1635.5305,,0,NV,US
-116.75_41.50,-116.75,41.5,1696.0569,,0,NV,US
-116.75_41.25,-116.75,41.25,1728.642,,0,NV,US
-116.75_41.00,-116.75,41,1606.1431,,0,NV,US
-116.75_40.75,-116.75,40.75,1528.6388,,0,NV,US
-116.75_40.50,-116.75,40.5,1620.5322,,0,NV,US
-116.75_40.25,-116.75,40.25,1738.844,,0,NV,US
-116.75_40.00,-116.75,40,1859.1353,,0,NV,US
-116.75_39.75,-116.75,39.75,1984.4514,,0,NV,US
-116.75_39.50,-116.75,39.5,2031.7303,,0,NV,US
-116.75_39.25,-116.75,39.25,2117.6853,,0,NV,US
-116.75_39.00,-116.75,39,2186.8147,,0,NV,US
-116.75_38.75,-116.75,38.75,2256.02,,0,NV,US
-116.75_38.50,-116.75,38.5,2201.204,,0,NV,US
-116.75_38.25,-116.75,38.25,2008.9664,,0,NV,US
-116.75_38.00,-116.75,38,1815.6628,,0,NV,US
-116.75_37.75,-116.75,37.75,1733.8954,,0,NV,US
-116.75_37.50,-116.75,37.5,1620.38,,0,NV,US
-116.75_37.25,-116.75,37.25,1604.8486,,0,NV,US
-116.75_37.00,-116.75,37,1433.0911,,0,NV,US
-116.75_36.75,-116.75,36.75,935.55743,,0,NV,US
-116.75_36.50,-116.75,36.5,802.7802,,0,CA,US
-116.75_36.25,-116.75,36.25,871.9858,,0,CA,US
-116.75_36.00,-116.75,36,849.98315,,0,CA,US
-116.75_35.75,-116.75,35.75,695.27954,,0,CA,US
-116.75_35.50,-116.75,35.5,864.90533,,0,CA,US
-116.75_35.25,-116.75,35.25,888.65906,,0,CA,US
-116.75_35.00,-116.75,35,788.16254,,0,CA,US
-116.75_34.75,-116.75,34.75,913.4025,,0,CA,US
-116.75_34.50,-116.75,34.5,1185.6566,,0,CA,US
-116.75_34.25,-116.75,34.25,1608.8837,,0,CA,US
-116.75_34.00,-116.75,34,1353.9883,,0,CA,US
-116.75_33.75,-116.75,33.75,1070.9993,,0,CA,US
-116.75_33.50,-116.75,33.5,1032.4756,,0,CA,US
-116.75_33.25,-116.75,33.25,1003.6971,,0,CA,US
-116.75_33.00,-116.75,33,695.4317,,0,CA,US
-116.75_32.75,-116.75,32.75,627.2159,,0,CA,US
-116.75_32.50,-116.75,32.5,438.55664,,0,BCN,MX
-116.75_32.25,-116.75,32.25,353.05862,,0,BCN,MX
-116.75_32.00,-116.75,32,211.75443,,0,BCN,MX
-116.75_31.75,-116.75,31.75,121.45975,,0,,
-116.75_31.50,-116.75,31.5,32.383358,,0,,
-116.75_31.25,-116.75,31.25,0.94025004,,0,,
-116.75_31.00,-116.75,31,-9.642293,,0,,
-116.75_30.75,-116.75,30.75,-8.8048115,,0,,
-116.75_30.50,-116.75,30.5,-9.642293,,0,,
-116.75_30.25,-116.75,30.25,-2.409677,,0,,
-116.75_30.00,-116.75,30,-0.20175244,,0,,
-116.75_29.75,-116.75,29.75,-0.7347135,,0,,
-116.75_29.50,-116.75,29.5,2.0822525,,0,,
-116.75_29.25,-116.75,29.25,0.94025004,,0,,
-116.75_29.00,-116.75,29,-0.43019277,,0,,
-116.75_28.75,-116.75,28.75,0.7878901,,0,,
-116.75_28.50,-116.75,28.5,-1.1153146,,0,,
-116.75_28.25,-116.75,28.25,0.7118097,,0,,
-116.75_28.00,-116.75,28,-1.0392342,,0,,
-116.75_27.75,-116.75,27.75,-0.43019277,,0,,
-116.75_27.50,-116.75,27.5,-0.27783284,,0,,
-116.75_27.25,-116.75,27.25,-0.20175244,,0,,
-116.75_27.00,-116.75,27,-0.27783284,,0,,
-116.75_26.75,-116.75,26.75,-0.6586331,,0,,
-116.75_26.50,-116.75,26.5,-0.8870734,,0,,
-116.75_26.25,-116.75,26.25,-0.58255273,,0,,
-116.75_26.00,-116.75,26,-1.2676746,,0,,
-116.75_25.75,-116.75,25.75,-0.8107939,,0,,
-116.75_25.50,-116.75,25.5,-0.20175244,,0,,
-116.75_25.25,-116.75,25.25,0.026687885,,0,,
-116.75_25.00,-116.75,25,0.3312086,,0,,
-116.75_24.75,-116.75,24.75,-0.049591668,,0,,
-116.75_24.50,-116.75,24.5,-0.50627315,,0,,
-116.75_24.25,-116.75,24.25,-0.43019277,,0,,
-116.75_24.00,-116.75,24,0.25492904,,0,,
-116.50_58.00,-116.5,58,418.15274,,0,AB,CA
-116.50_57.75,-116.5,57.75,528.0899,,0,AB,CA
-116.50_57.50,-116.5,57.5,487.8151,,0,AB,CA
-116.50_57.25,-116.5,57.25,541.33704,,0,AB,CA
-116.50_57.00,-116.5,57,656.90814,,0,AB,CA
-116.50_56.75,-116.5,56.75,672.74384,,0,AB,CA
-116.50_56.50,-116.5,56.5,640.08264,,0,AB,CA
-116.50_56.25,-116.5,56.25,658.0502,,0,AB,CA
-116.50_56.00,-116.5,56,701.9792,,0,AB,CA
-116.50_55.75,-116.5,55.75,667.0338,,0,AB,CA
-116.50_55.50,-116.5,55.5,600.03625,,0,AB,CA
-116.50_55.25,-116.5,55.25,685.76276,,0,AB,CA
-116.50_55.00,-116.5,55,800.8008,,0,AB,CA
-116.50_54.75,-116.5,54.75,880.51276,,0,AB,CA
-116.50_54.50,-116.5,54.5,914.01154,,0,AB,CA
-116.50_54.25,-116.5,54.25,944.5412,,0,AB,CA
-116.50_54.00,-116.5,54,1004.3823,,0,AB,CA
-116.50_53.75,-116.5,53.75,1021.7408,,0,AB,CA
-116.50_53.50,-116.5,53.5,971.0357,,0,AB,CA
-116.50_53.25,-116.5,53.25,1061.178,,0,AB,CA
-116.50_53.00,-116.5,53,1257.07,,0,AB,CA
-116.50_52.75,-116.5,52.75,1570.4363,,0,AB,CA
-116.50_52.50,-116.5,52.5,1788.6354,,0,AB,CA
-116.50_52.25,-116.5,52.25,1917.682,,0,AB,CA
-116.50_52.00,-116.5,52,2058.3772,,0,AB,CA
-116.50_51.75,-116.5,51.75,2243.6104,,0,AB,CA
-116.50_51.50,-116.5,51.5,2093.1702,,0,BC,CA
-116.50_51.25,-116.5,51.25,1810.3336,,0,BC,CA
-116.50_51.00,-116.5,51,1637.0532,,0,BC,CA
-116.50_50.75,-116.5,50.75,1789.3207,,0,BC,CA
-116.50_50.50,-116.5,50.5,1968.0065,,0,BC,CA
-116.50_50.25,-116.5,50.25,1981.0254,,0,BC,CA
-116.50_50.00,-116.5,50,1966.9406,,0,BC,CA
-116.50_49.75,-116.5,49.75,1795.5637,,0,BC,CA
-116.50_49.50,-116.5,49.5,1611.3961,,0,BC,CA
-116.50_49.25,-116.5,49.25,1421.671,,0,BC,CA
-116.50_49.00,-116.5,49,1192.5085,,0,BC,CA
-116.50_48.75,-116.5,48.75,1098.4835,,0,ID,US
-116.50_48.50,-116.5,48.5,994.48486,,0,ID,US
-116.50_48.25,-116.5,48.25,920.93976,,0,ID,US
-116.50_48.00,-116.5,48,958.54974,,0,ID,US
-116.50_47.75,-116.5,47.75,959.61566,,0,ID,US
-116.50_47.50,-116.5,47.5,954.667,,0,ID,US
-116.50_47.25,-116.5,47.25,1028.3644,,0,ID,US
-116.50_47.00,-116.5,47,1078.6125,,0,ID,US
-116.50_46.75,-116.5,46.75,863.2304,,0,ID,US
-116.50_46.50,-116.5,46.5,769.1292,,0,ID,US
-116.50_46.25,-116.5,46.25,982.22736,,0,ID,US
-116.50_46.00,-116.5,46,1038.6423,,0,ID,US
-116.50_45.75,-116.5,45.75,1125.511,,0,ID,US
-116.50_45.50,-116.5,45.5,1310.7443,,0,ID,US
-116.50_45.25,-116.5,45.25,1549.2711,,0,ID,US
-116.50_45.00,-116.5,45,1565.3352,,0,ID,US
-116.50_44.75,-116.5,44.75,1391.6744,,0,ID,US
-116.50_44.50,-116.5,44.5,1229.8142,,0,ID,US
-116.50_44.25,-116.5,44.25,1096.428,,0,ID,US
-116.50_44.00,-116.5,44,950.5557,,0,ID,US
-116.50_43.75,-116.5,43.75,863.9156,,0,ID,US
-116.50_43.50,-116.5,43.5,841.6084,,0,ID,US
-116.50_43.25,-116.5,43.25,1128.4802,,0,ID,US
-116.50_43.00,-116.5,43,1314.5509,,0,ID,US
-116.50_42.75,-116.5,42.75,1671.1611,,0,ID,US
-116.50_42.50,-116.5,42.5,1738.844,,0,ID,US
-116.50_42.25,-116.5,42.25,1628.0695,,0,ID,US
-116.50_42.00,-116.5,42,1589.1652,,0,ID,US
-116.50_41.75,-116.5,41.75,1657.0002,,0,NV,US
-116.50_41.50,-116.5,41.5,1795.1829,,0,NV,US
-116.50_41.25,-116.5,41.25,1832.0317,,0,NV,US
-116.50_41.00,-116.5,41,1707.02,,0,NV,US
-116.50_40.75,-116.5,40.75,1629.8966,,0,NV,US
-116.50_40.50,-116.5,40.5,1636.292,,0,NV,US
-116.50_40.25,-116.5,40.25,1754.6798,,0,NV,US
-116.50_40.00,-116.5,40,1883.0411,,0,NV,US
-116.50_39.75,-116.5,39.75,1999.8303,,0,NV,US
-116.50_39.50,-116.5,39.5,2042.9219,,0,NV,US
-116.50_39.25,-116.5,39.25,2186.51,,0,NV,US
-116.50_39.00,-116.5,39,2281.982,,0,NV,US
-116.50_38.75,-116.5,38.75,2223.8916,,0,NV,US
-116.50_38.50,-116.5,38.5,2149.966,,0,NV,US
-116.50_38.25,-116.5,38.25,1910.4495,,0,NV,US
-116.50_38.00,-116.5,38,1828.5295,,0,NV,US
-116.50_37.75,-116.5,37.75,1827.8442,,0,NV,US
-116.50_37.50,-116.5,37.5,1738.0828,,0,NV,US
-116.50_37.25,-116.5,37.25,1719.7344,,0,NV,US
-116.50_37.00,-116.5,37,1504.7329,,0,NV,US
-116.50_36.75,-116.5,36.75,1024.4816,,0,NV,US
-116.50_36.50,-116.5,36.5,813.2867,,0,NV,US
-116.50_36.25,-116.5,36.25,879.8276,,0,CA,US
-116.50_36.00,-116.5,36,744.00507,,0,CA,US
-116.50_35.75,-116.5,35.75,611.1518,,0,CA,US
-116.50_35.50,-116.5,35.5,737.0008,,0,CA,US
-116.50_35.25,-116.5,35.25,705.55756,,0,CA,US
-116.50_35.00,-116.5,35,650.8936,,0,CA,US
-116.50_34.75,-116.5,34.75,813.0583,,0,CA,US
-116.50_34.50,-116.5,34.5,1019.3806,,0,CA,US
-116.50_34.25,-116.5,34.25,1165.3289,,0,CA,US
-116.50_34.00,-116.5,34,987.8612,,0,CA,US
-116.50_33.75,-116.5,33.75,850.1354,,0,CA,US
-116.50_33.50,-116.5,33.5,1000.49945,,0,CA,US
-116.50_33.25,-116.5,33.25,1066.6595,,0,CA,US
-116.50_33.00,-116.5,33,947.20593,,0,CA,US
-116.50_32.75,-116.5,32.75,1029.7349,,0,CA,US
-116.50_32.50,-116.5,32.5,880.74115,,0,BCN,MX
-116.50_32.25,-116.5,32.25,700.68494,,0,BCN,MX
-116.50_32.00,-116.5,32,501.82385,,0,BCN,MX
-116.50_31.75,-116.5,31.75,378.33484,,0,BCN,MX
-116.50_31.50,-116.5,31.5,242.36005,,0,BCN,MX
-116.50_31.25,-116.5,31.25,96.33569,,0,,
-116.50_31.00,-116.5,31,27.282387,,0,,
-116.50_30.75,-116.5,30.75,30.936834,,0,,
-116.50_30.50,-116.5,30.5,14.415839,,0,,
-116.50_30.25,-116.5,30.25,-1.3437549,,0,,
-116.50_30.00,-116.5,30,-0.049591668,,0,,
-116.50_29.75,-116.5,29.75,-0.6586331,,0,,
-116.50_29.50,-116.5,29.5,0.94025004,,0,,
-116.50_29.25,-116.5,29.25,-1.1153146,,0,,
-116.50_29.00,-116.5,29,-2.1051562,,0,,
-116.50_28.75,-116.5,28.75,0.7118097,,0,,
-116.50_28.50,-116.5,28.5,-1.7245551,,0,,
-116.50_28.25,-116.5,28.25,0.48336938,,0,,
-116.50_28.00,-116.5,28,-0.8107939,,0,,
-116.50_27.75,-116.5,27.75,-0.049591668,,0,,
-116.50_27.50,-116.5,27.5,-0.12567206,,0,,
-116.50_27.25,-116.5,27.25,-0.049591668,,0,,
-116.50_27.00,-116.5,27,-0.049591668,,0,,
-116.50_26.75,-116.5,26.75,0.48336938,,0,,
-116.50_26.50,-116.5,26.5,1.0924108,,0,,
-116.50_26.25,-116.5,26.25,0.10276827,,0,,
-116.50_26.00,-116.5,26,0.94025004,,0,,
-116.50_25.75,-116.5,25.75,-0.049591668,,0,,
-116.50_25.50,-116.5,25.5,0.17884865,,0,,
-116.50_25.25,-116.5,25.25,-0.049591668,,0,,
-116.50_25.00,-116.5,25,-0.27783284,,0,,
-116.50_24.75,-116.5,24.75,-0.3541124,,0,,
-116.50_24.50,-116.5,24.5,0.17884865,,0,,
-116.50_24.25,-116.5,24.25,0.407289,,0,,
-116.50_24.00,-116.5,24,-0.049591668,,0,,
-116.25_58.00,-116.25,58,428.58313,,0,AB,CA
-116.25_57.75,-116.25,57.75,622.7241,,0,AB,CA
-116.25_57.50,-116.25,57.5,591.5854,,0,AB,CA
-116.25_57.25,-116.25,57.25,618.3844,,0,AB,CA
-116.25_57.00,-116.25,57,679.596,,0,AB,CA
-116.25_56.75,-116.25,56.75,681.5753,,0,AB,CA
-116.25_56.50,-116.25,56.5,645.1073,,0,AB,CA
-116.25_56.25,-116.25,56.25,656.8321,,0,AB,CA
-116.25_56.00,-116.25,56,694.4421,,0,AB,CA
-116.25_55.75,-116.25,55.75,677.5403,,0,AB,CA
-116.25_55.50,-116.25,55.5,608.86774,,0,AB,CA
-116.25_55.25,-116.25,55.25,689.34106,,0,AB,CA
-116.25_55.00,-116.25,55,861.9361,,0,AB,CA
-116.25_54.75,-116.25,54.75,956.11346,,0,AB,CA
-116.25_54.50,-116.25,54.5,954.74316,,0,AB,CA
-116.25_54.25,-116.25,54.25,939.89703,,0,AB,CA
-116.25_54.00,-116.25,54,962.2042,,0,AB,CA
-116.25_53.75,-116.25,53.75,966.087,,0,AB,CA
-116.25_53.50,-116.25,53.5,945.60706,,0,AB,CA
-116.25_53.25,-116.25,53.25,1069.096,,0,AB,CA
-116.25_53.00,-116.25,53,1192.3563,,0,AB,CA
-116.25_52.75,-116.25,52.75,1401.3433,,0,AB,CA
-116.25_52.50,-116.25,52.5,1598.9865,,0,AB,CA
-116.25_52.25,-116.25,52.25,1840.4825,,0,AB,CA
-116.25_52.00,-116.25,52,2061.8032,,0,AB,CA
-116.25_51.75,-116.25,51.75,2284.7227,,0,AB,CA
-116.25_51.50,-116.25,51.5,2258.761,,0,AB,CA
-116.25_51.25,-116.25,51.25,1999.3735,,0,BC,CA
-116.25_51.00,-116.25,51,1641.1646,,0,BC,CA
-116.25_50.75,-116.25,50.75,1607.1327,,0,BC,CA
-116.25_50.50,-116.25,50.5,1838.4268,,0,BC,CA
-116.25_50.25,-116.25,50.25,1969.377,,0,BC,CA
-116.25_50.00,-116.25,50,1949.7344,,0,BC,CA
-116.25_49.75,-116.25,49.75,1794.5739,,0,BC,CA
-116.25_49.50,-116.25,49.5,1617.9436,,0,BC,CA
-116.25_49.25,-116.25,49.25,1461.3367,,0,BC,CA
-116.25_49.00,-116.25,49,1214.359,,0,ID,US
-116.25_48.75,-116.25,48.75,1103.3561,,0,ID,US
-116.25_48.50,-116.25,48.5,1044.2764,,0,ID,US
-116.25_48.25,-116.25,48.25,1009.2548,,0,ID,US
-116.25_48.00,-116.25,48,1078.0035,,0,ID,US
-116.25_47.75,-116.25,47.75,1079.6023,,0,ID,US
-116.25_47.50,-116.25,47.5,1097.037,,0,ID,US
-116.25_47.25,-116.25,47.25,1171.4957,,0,ID,US
-116.25_47.00,-116.25,47,1141.9558,,0,ID,US
-116.25_46.75,-116.25,46.75,918.4273,,0,ID,US
-116.25_46.50,-116.25,46.5,817.62634,,0,ID,US
-116.25_46.25,-116.25,46.25,960.22473,,0,ID,US
-116.25_46.00,-116.25,46,1008.2651,,0,ID,US
-116.25_45.75,-116.25,45.75,1171.9525,,0,ID,US
-116.25_45.50,-116.25,45.5,1399.8967,,0,ID,US
-116.25_45.25,-116.25,45.25,1640.6316,,0,ID,US
-116.25_45.00,-116.25,45,1724.5309,,0,ID,US
-116.25_44.75,-116.25,44.75,1593.5809,,0,ID,US
-116.25_44.50,-116.25,44.5,1462.4026,,0,ID,US
-116.25_44.25,-116.25,44.25,1359.0891,,0,ID,US
-116.25_44.00,-116.25,44,1193.8029,,0,ID,US
-116.25_43.75,-116.25,43.75,1051.5851,,0,ID,US
-116.25_43.50,-116.25,43.5,925.81226,,0,ID,US
-116.25_43.25,-116.25,43.25,871.83356,,0,ID,US
-116.25_43.00,-116.25,43,1026.7656,,0,ID,US
-116.25_42.75,-116.25,42.75,1380.102,,0,ID,US
-116.25_42.50,-116.25,42.5,1680.6018,,0,ID,US
